LineItem,GrandParent,Parent
"Cost of Sale- Liquor, Beer & NA",COST OF GOODS SOLD,"Cost of Sale- Liquor, Beer & NA"
Comps and Promos,REVENUE,TOTAL REVENUE
Other Revenue - Retail,REVENUE,TOTAL REVENUE
Use Tax on Comps,STAFF COST,TOTAL STAFF COST
Gross Profit - Food,Gross Profit - Food,Gross Profit - Food
Food & Beverage Purchases - Other,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Goods Sold,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Food Inventory - Beginning,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Valet Parking Charges,STAFF COST,TOTAL STAFF COST
Food Inventory - Ending,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Beverages,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Gross Profit - Wine & Champagn,Gross Profit - Wine & Champagn,Gross Profit - Wine & Champagn
Payroll Expenses,STAFF COST,TOTAL STAFF COST
Wages - F.O.H. Salaries - Other,STAFF COST,TOTAL STAFF COST
Wages - Management FOH/BOH,STAFF COST,TOTAL STAFF COST
Wages-Waitress / Hostess,STAFF COST,TOTAL STAFF COST
Wages - Management (1099),STAFF COST,TOTAL STAFF COST
Wages - FOH,STAFF COST,TOTAL STAFF COST
Wages - B.O.H. Salaries - Other,STAFF COST,TOTAL STAFF COST
Wages - Kitchen,STAFF COST,TOTAL STAFF COST
Wages - Porters,STAFF COST,TOTAL STAFF COST
Wages - Prep & Cook,STAFF COST,TOTAL STAFF COST
Wages - Dish Washers,STAFF COST,TOTAL STAFF COST
Wages - BOH,STAFF COST,TOTAL STAFF COST
Wages - Other,STAFF COST,TOTAL STAFF COST
Wages - Severance,STAFF COST,TOTAL STAFF COST
Managers - Bonus,STAFF COST,TOTAL STAFF COST
Wages - Bonus,STAFF COST,TOTAL STAFF COST
Wages - Agency,STAFF COST,TOTAL STAFF COST
Guaranteed Payments,STAFF COST,TOTAL STAFF COST
Employer Taxes - Other,STAFF COST,TOTAL STAFF COST
Federal FICA,STAFF COST,TOTAL STAFF COST
Federal FUTA,STAFF COST,TOTAL STAFF COST
State SUI,STAFF COST,TOTAL STAFF COST
MTA,STAFF COST,TOTAL STAFF COST
Staff Workman's Comp,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Insurance,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Training,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Uniforms,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Meals,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Accomodation/Relocation,OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,TOTAL OTHER STAFF COST
NY Family paid & Disability Ins,STAFF COST,TOTAL STAFF COST
Advertising,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Public Relations,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
R & D,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Event Expenses,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Clearing & Forwarding Charges,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Subscriptions,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Photography expense,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Complimentary Cost,ADVERTISING / PROMOTION,TOTAL ADVERTISING / PROMOTION
Airfare,TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Lodging,TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
"Transport – Taxi, Metro & Fuel",TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Telephone,COMMUNICATION,TOTAL COMMUNICATION
Postage/Courier,COMMUNICATION,TOTAL COMMUNICATION
Internet/Email,COMMUNICATION,TOTAL COMMUNICATION
Linen - Laundry,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Cleaning,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Cleaning Contract Services,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Pest Control,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Trash/Waste Removal Service,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
BOH Supplies,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
FOH Supplies,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Paper Supplies,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Packaging supply,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Chinaware,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Flatware,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Glassware,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Barware,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Music,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
"Landscape, Flowers & Candles",SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Office Supplies/Stationery,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
IT Cost,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Equipment Rental,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Menus,SUPPLIES & MAINTENANCE,TOTAL SUPPLIES & MAINTENANCE
Repairs - Building,REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Repairs - Equipment,REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Repairs - General,REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Legal Fees,FINANCIAL COST,TOTAL FINANCIAL COST
Audit Fees,FINANCIAL COST,TOTAL FINANCIAL COST
LLC FILING FEE,FINANCIAL COST,TOTAL FINANCIAL COST
Professional Fees,FINANCIAL COST,TOTAL FINANCIAL COST
Consulting,FINANCIAL COST,TOTAL FINANCIAL COST
Accountancy Charges,FINANCIAL COST,TOTAL FINANCIAL COST
Payroll Processing Charges,FINANCIAL COST,TOTAL FINANCIAL COST
Credit Card Charges,FINANCIAL COST,TOTAL FINANCIAL COST
Commission Expenses,STAFF COST,TOTAL STAFF COST
Bank Charges,FINANCIAL COST,TOTAL FINANCIAL COST
Interest Paid on Loans,FINANCIAL COST,TOTAL FINANCIAL COST
Donations,FINANCIAL COST,TOTAL FINANCIAL COST
Franchisee Fees,FINANCIAL COST,TOTAL FINANCIAL COST
Taxes,FINANCIAL COST,TOTAL FINANCIAL COST
Corporate Tax,FINANCIAL COST,TOTAL FINANCIAL COST
Property Tax,FINANCIAL COST,TOTAL FINANCIAL COST
Commercial Rent Tax,FINANCIAL COST,TOTAL FINANCIAL COST
Penalties,FINANCIAL COST,TOTAL FINANCIAL COST
Interest On Tax / Penalties,FINANCIAL COST,TOTAL FINANCIAL COST
License/Permit Fee,FINANCIAL COST,TOTAL FINANCIAL COST
Rent,OCCUPANCY,TOTAL OCCUPANCY
Real Estate Escalation Tax,OCCUPANCY,TOTAL OCCUPANCY
Security Services,OCCUPANCY,TOTAL OCCUPANCY
Electricity,OCCUPANCY,TOTAL OCCUPANCY
Gas,OCCUPANCY,TOTAL OCCUPANCY
Water,OCCUPANCY,TOTAL OCCUPANCY
Storage Expense,OCCUPANCY,TOTAL OCCUPANCY
Insurance,OCCUPANCY,TOTAL OCCUPANCY
Elevator Charges,OCCUPANCY,TOTAL OCCUPANCY
CAM Charges,OCCUPANCY,TOTAL OCCUPANCY
Other Charges - Other,Other Charges - Other,Other Charges - Other
Write Off - 2016,Write Off - 2016,Write Off - 2016
Write Off,Write Off,Write Off
Gross Profit - Liquor & Beer,Gross Profit - Liquor & Beer,Gross Profit - Liquor & Beer
P & L Depreciation,P & L Depreciation,P & L Depreciation
P & L Amortization,P & L Amortization,P & L Amortization
Gross Profit - Beverages,Gross Profit - Beverages,Gross Profit - Beverages
Bank Interest,Bank Interest,Bank Interest
Other Income,Other Income,Other Income
Sales Tax 2015,Sales Tax 2015,Sales Tax 2015
Write Off Tips,Write Off Tips,Write Off Tips
A/R Write Off,A/R Write Off,A/R Write Off
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
Uncategorized Expenses,Uncategorized Expenses,Uncategorized Expenses
Extra/Short,Extra/Short,Extra/Short
Uncategorized Income,Uncategorized Income,Uncategorized Income
A/P Write Off,A/P Write Off,A/P Write Off
Net Reduction of Debt,Net Reduction of Debt,Net Reduction of Debt
Loss on Dissolution,Loss on Dissolution,Loss on Dissolution
Revenue - Beverages,Revenue - Beverages,Revenue - Beverages
Gross Profit - Beverages,Gross Profit - Beverages,Gross Profit - Beverages
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Cost of sales - Beverages,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Revenue - Food,REVENUE,TOTAL REVENUE
Revenue - Summer Long,REVENUE,TOTAL REVENUE
Revenue - Food,REVENUE,TOTAL REVENUE
Revenue - Wines,REVENUE,TOTAL REVENUE
Revenue - Liquor,REVENUE,TOTAL REVENUE
Revenue - Beer,REVENUE,TOTAL REVENUE
Revenue - Other Beverages,REVENUE,TOTAL REVENUE
Revenue - Other,REVENUE,TOTAL REVENUE
Revenue - Covid Surcharge,REVENUE,TOTAL REVENUE
Other Revenue-Resy Fee,REVENUE,TOTAL REVENUE
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Food,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Wine,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Wine,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Liquor,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Liquor,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Beer,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Beer,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Other Bev,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Sales - Other Bev,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Goods-Caviar Commission,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Cost of Goods - Summer Long,COST OF GOODS SOLD,TOTAL COST OF GOODS SOLD
Used Tax on Comps,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Gross Profit - Food,Gross Profit - Food,Gross Profit - Food
Gross Profit - Wines,Gross Profit - Wines,Gross Profit - Wines
Wages - F.O.H. Line Labor,TOTAL STAFF COST,TOTAL STAFF COST
Wages - F.O.H. Line Labor,TOTAL STAFF COST,TOTAL STAFF COST
Wages - F.O.H. Line Labor,TOTAL STAFF COST,TOTAL STAFF COST
Wages - B.O.H.  Line Labor,TOTAL STAFF COST,TOTAL STAFF COST
Wages - B.O.H.  Line Labor,TOTAL STAFF COST,TOTAL STAFF COST
Wages - F.O.H Management,TOTAL STAFF COST,TOTAL STAFF COST
Management Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Chef Salaries,TOTAL STAFF COST,TOTAL STAFF COST
Chef Salaries,TOTAL STAFF COST,TOTAL STAFF COST
Wages-Bonus,TOTAL STAFF COST,TOTAL STAFF COST
Wages-SummerLong,TOTAL STAFF COST,TOTAL STAFF COST
Employer Taxes,TOTAL STAFF COST,TOTAL STAFF COST
Employer Taxes,TOTAL STAFF COST,TOTAL STAFF COST
Employer Taxes,TOTAL STAFF COST,TOTAL STAFF COST
Employer Taxes,TOTAL STAFF COST,TOTAL STAFF COST
Staff Workman's Comp,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Insurance,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Insurance,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Recruitment,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Training,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Uniform Re-Purchases,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Meals,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff Welfare,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Staff First Aid,TOTAL OTHER STAFF COST,TOTAL OTHER STAFF COST
Advertising,TOTAL PROMOTION,TOTAL PROMOTION
Mailchimp & Mailers,TOTAL PROMOTION,TOTAL PROMOTION
PR / Events,TOTAL PROMOTION,TOTAL PROMOTION
Web Design & Maintenance,TOTAL PROMOTION,TOTAL PROMOTION
Branding & Design,TOTAL PROMOTION,TOTAL PROMOTION
R&D Dining Expenses,TOTAL PROMOTION,TOTAL PROMOTION
Event Expenses,TOTAL PROMOTION,TOTAL PROMOTION
Commission Expenses,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Valet Parking - Guest,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Subscriptions,TOTAL COMMUNICATION,TOTAL COMMUNICATION
Complimentary Cost,TOTAL PROMOTION,TOTAL PROMOTION
Airfare,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Travel Expenses,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Entertainment Meals,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Lodging,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Taxi & Uber Charges,TOTAL TRAVEL & ENTERTAINMENT,TOTAL TRAVEL & ENTERTAINMENT
Telephone & Internet,TOTAL COMMUNICATION,TOTAL COMMUNICATION
Postage,TOTAL COMMUNICATION,TOTAL COMMUNICATION
Postage / Courier,TOTAL COMMUNICATION,TOTAL COMMUNICATION
Internet/Email,TOTAL COMMUNICATION,TOTAL COMMUNICATION
White Plains Linen & Laundry,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Dry Cleaning & Uniforms Clean,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Pest Control,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Garbage Disposal,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Cleaning Supplies,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
BOH & FOH Supplies,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
BOH Supplies / accessories,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Platware,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Cleaning Crew,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
FOH Supplies / accessories,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Paper Supplies,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Paper Supplies-SummerLong,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Silverware,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Glassware,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Barware,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Music,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
"Landscape, Flowers & Candles",TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Office Supplies/Stationery,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Menus,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
IT Cost,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Equipment Rental & AutoChlor,TOTAL SUPPLIES & CLEANING,TOTAL SUPPLIES & CLEANING
Repairs / Maintenance,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
"New furniture, Equipment, Upgrades and Plants",TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Other Maintenance,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Maintenance Contracts,TOTAL REPAIRS & MAINTENANCE,TOTAL REPAIRS & MAINTENANCE
Legal Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Sales Tax Expense,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Tax Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Professional Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Bookkeeping Services (Pchase),TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
PaperChase Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Payroll Processing Charges,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Credit Card Charges,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Bank Charges,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Donations,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Penalties,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Licenses and Permits,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Charity,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Consulting Fees,TOTAL FINANCIAL COST,TOTAL FINANCIAL COST
Rent,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Electricity,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Gas,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Water,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Storage Rent &Vestibule Storage,TOTAL OCCUPANCY,TOTAL OCCUPANCY
General Liability Insurance,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Security Services,TOTAL OCCUPANCY,TOTAL OCCUPANCY
Gross Profit - Liquor,Gross Profit - Liquor,Gross Profit - Liquor
P & L Depreciation,PL Depreciation & Amortization,PL Depreciation & Amortization
P & L Amortization,PL Depreciation & Amortization,PL Depreciation & Amortization
Gross Profit - Beer,Gross Profit - Beer,Gross Profit - Beer
Other Income,Other Income & Expenses,Other Income & Expenses
Other Income,Other Income & Expenses,Other Income & Expenses
Gross Profit - Other Bev,Gross Profit - Other Bev,Gross Profit - Other Bev
Uncategorized / Other Expenses,Other Income & Expenses,Other Income & Expenses
Uncategorized / Other Expenses,Other Income & Expenses,Other Income & Expenses
Uncategorized / Other Expenses,Other Income & Expenses,Other Income & Expenses
Write Off,Other Income & Expenses,Other Income & Expenses
Non-Operating Expenses,Non-Operating Expenses,Non-Operating Expenses
Business Development Cost ,Business Development Cost ,Business Development Cost 
Revenue - Beverages,REVENUE,REVENUE
COST OF GOODS SOLD,COST OF GOODS SOLD,COST OF GOODS SOLD
Gross Profit - Food,Gross Profit - Food,Gross Profit - Food
Gross Profit - Tea/Coffee,Gross Profit - Tea/Coffee,Gross Profit - Tea/Coffee
Gross Profit - Wines,Gross Profit - Wines,Gross Profit - Wines
Gross Profit - Liquor,Gross Profit - Liquor,Gross Profit - Liquor
Gross Profit - Other Bev,Gross Profit - Other Bev,Gross Profit - Other Bev
Gross Profit - Retails,Gross Profit - Retails,Gross Profit - Retails
Gross Profit - Non-Revenue Service Charge,Gross Profit - Non-Revenue Service Charge,Gross Profit - Non-Revenue Service Charge
GROSS PROFIT,GROSS PROFIT,GROSS PROFIT
TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES,TOTAL OPERATING EXPENSES
EBITDA,EBITDA,EBITDA
Revenue - Food,REVENUE,REVENUE
Revenue - Tea/Coffee,REVENUE,REVENUE
Revenue - Wines,REVENUE,REVENUE
Revenue - Liquor,REVENUE,REVENUE
Revenue - Other Bev,REVENUE,REVENUE
Non-Revenue Service Charge,REVENUE,REVENUE
Revenue - Retails,REVENUE,REVENUE
PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION,PROFIT BEFORE TAX & DEPRECIATION
NET PROFIT/(LOSS),NET PROFIT/(LOSS),NET PROFIT/(LOSS)
Food - Others,Cost of Sales - Food,Cost of Sales - Food
Food Purchases,Cost of Sales - Food,Cost of Sales - Food
Food - Stock Adjustment,Cost of Sales - Food,Cost of Sales - Food
Tea/Coffee - Others,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Tea/Coffee Purchases,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Tea/Coffee - Stock Adjustment,Cost of Sales - Tea/Coffee,Cost of Sales - Tea/Coffee
Wines - Others,Cost of Sales - Wines,Cost of Sales - Wines
Wine Purchase,Cost of Sales - Wines,Cost of Sales - Wines
Wine - Stock Adjustment,Cost of Sales - Wines,Cost of Sales - Wines
Wine Consignment - Others,Cost of Sales -Wine Consignment,Cost of Sales -Wine Consignment
Wine Consignment Purchase,Cost of Sales -Wine Consignment,Cost of Sales -Wine Consignment
Wine Consignment- Stock Adjust,Cost of Sales -Wine Consignment,Cost of Sales -Wine Consignment
Liquor - Others,Cost of Sales - Liquor,Cost of Sales - Liquor
Liquor Purchase,Cost of Sales - Liquor,Cost of Sales - Liquor
Liquor - Stock Adjustment,Cost of Sales - Liquor,Cost of Sales - Liquor
Beer - Others,Cost of Sales - Beer,Cost of Sales - Beer
Beer Purchases,Cost of Sales - Beer,Cost of Sales - Beer
Beer - Stock Adjustment,Cost of Sales - Beer,Cost of Sales - Beer
Cost of Sales - Other Bev,Cost of Sales - Other Bev,Cost of Sales - Other Bev
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - F.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages - B.O.H. Salaries,STAFF COST,STAFF COST
Wages – Contractor,STAFF COST,STAFF COST
Wages - Bonus,STAFF COST,STAFF COST
Wages - Others,STAFF COST,STAFF COST
Wages - Agency,STAFF COST,STAFF COST
Cash - Wages,STAFF COST,STAFF COST
Wages-Commission,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Employer Taxes,STAFF COST,STAFF COST
Staff Workman's Comp,OTHER STAFF COST,OTHER STAFF COST
Staff Insurance,OTHER STAFF COST,OTHER STAFF COST
Staff Recruitment,OTHER STAFF COST,OTHER STAFF COST
Staff Training,OTHER STAFF COST,OTHER STAFF COST
Staff Uniforms,OTHER STAFF COST,OTHER STAFF COST
Staff Meals,OTHER STAFF COST,OTHER STAFF COST
Staff Welfare,OTHER STAFF COST,OTHER STAFF COST
Staff Accommodation,OTHER STAFF COST,OTHER STAFF COST
Staff First Aid,OTHER STAFF COST,OTHER STAFF COST
Steven's Personal Expense,OTHER STAFF COST,OTHER STAFF COST
Advertising,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Public Relations,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Web Design,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Event Expenses,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Charge Back - Covid,FINANCIAL COST,FINANCIAL COST
Fees / Commisions,FINANCIAL COST,FINANCIAL COST
Commission Expense,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Subscriptions,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Photography expense,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Complimentary Cost,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Advertising,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Airfare,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Entertainment Meals,ADVERTISING/PROMOTION,ADVERTISING/PROMOTION
Lodging,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Transport – Charges,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Shipping Charges,TRAVEL & ENTERTAINMENT,TRAVEL & ENTERTAINMENT
Telephone,COMMUNICATION,COMMUNICATION
Postage/Courier,COMMUNICATION,COMMUNICATION
